model,corpus,topic_id,year,documents_in_year,cluster_documents,cluster_share,mean_assignment_probability,outlier_share,lower_95,upper_95,uncertainty_method,year_complete
BERTopic-METADATA-MULTILINGUAL,metadata,3,2024,379,19,0.050132,0.54254,0.490765,0.031662,0.073879,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,30,2024,379,6,0.015831,0.627445,0.490765,0.005277,0.029024,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,31,2024,379,3,0.007916,0.906182,0.490765,0.0,0.01847,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,32,2024,379,5,0.013193,0.719553,0.490765,0.002639,0.026385,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,33,2024,379,2,0.005277,0.740335,0.490765,0.0,0.013193,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,34,2024,379,7,0.01847,0.780073,0.490765,0.005277,0.031662,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,35,2024,379,1,0.002639,1.0,0.490765,0.0,0.010554,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,36,2024,379,2,0.005277,1.0,0.490765,0.0,0.013193,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,37,2024,379,4,0.010554,1.0,0.490765,0.002639,0.021108,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,38,2024,379,3,0.007916,1.0,0.490765,0.0,0.01847,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,39,2024,379,3,0.007916,0.923075,0.490765,0.0,0.015831,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,4,2024,379,6,0.015831,0.41528,0.490765,0.005277,0.029024,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,40,2024,379,4,0.010554,1.0,0.490765,0.002639,0.021108,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,41,2024,379,1,0.002639,1.0,0.490765,0.0,0.007916,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,5,2024,379,3,0.007916,0.387491,0.490765,0.0,0.015831,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,6,2024,379,2,0.005277,0.595784,0.490765,0.0,0.013193,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,7,2024,379,7,0.01847,0.400253,0.490765,0.005277,0.034301,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,8,2024,379,6,0.015831,0.295349,0.490765,0.005277,0.029024,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,9,2024,379,8,0.021108,0.46233,0.490765,0.007916,0.036939,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,0,2025,389,9,0.023136,0.245289,0.521851,0.010283,0.03856,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,1,2025,389,10,0.025707,0.630564,0.521851,0.012853,0.041131,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,10,2025,389,7,0.017995,0.600287,0.521851,0.005141,0.030848,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,11,2025,389,2,0.005141,0.617754,0.521851,0.0,0.012853,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,12,2025,389,9,0.023136,0.646896,0.521851,0.010283,0.03856,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,13,2025,389,9,0.023136,0.553407,0.521851,0.010283,0.03856,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,14,2025,389,10,0.025707,0.613539,0.521851,0.010283,0.041131,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,15,2025,389,2,0.005141,0.293452,0.521851,0.0,0.012853,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,16,2025,389,4,0.010283,0.371479,0.521851,0.002571,0.020566,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,17,2025,389,3,0.007712,0.556742,0.521851,0.0,0.017995,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,18,2025,389,1,0.002571,0.076827,0.521851,0.0,0.007712,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,19,2025,389,2,0.005141,0.736943,0.521851,0.0,0.015424,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,2,2025,389,7,0.017995,0.199769,0.521851,0.007712,0.030848,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,20,2025,389,6,0.015424,0.722612,0.521851,0.005141,0.030848,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,21,2025,389,7,0.017995,0.642833,0.521851,0.005141,0.033419,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,22,2025,389,2,0.005141,0.508193,0.521851,0.0,0.012853,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,23,2025,389,8,0.020566,0.684239,0.521851,0.007712,0.03599,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,24,2025,389,4,0.010283,0.940576,0.521851,0.002571,0.020566,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,25,2025,389,1,0.002571,0.42623,0.521851,0.0,0.007712,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,26,2025,389,2,0.005141,1.0,0.521851,0.0,0.012853,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,27,2025,389,5,0.012853,0.694433,0.521851,0.002571,0.025707,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,28,2025,389,2,0.005141,0.696706,0.521851,0.0,0.012853,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,29,2025,389,4,0.010283,0.772504,0.521851,0.002571,0.020566,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,3,2025,389,12,0.030848,0.32327,0.521851,0.015424,0.048843,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,30,2025,389,3,0.007712,1.0,0.521851,0.0,0.015424,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,31,2025,389,4,0.010283,1.0,0.521851,0.002571,0.020566,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,32,2025,389,3,0.007712,0.625493,0.521851,0.0,0.017995,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,33,2025,389,5,0.012853,1.0,0.521851,0.002571,0.025707,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,34,2025,389,2,0.005141,1.0,0.521851,0.0,0.012853,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,35,2025,389,4,0.010283,1.0,0.521851,0.002571,0.020566,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,36,2025,389,0,0.0,0,0.521851,0.0,0.0,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,37,2025,389,3,0.007712,0.746761,0.521851,0.0,0.017995,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,38,2025,389,1,0.002571,1.0,0.521851,0.0,0.007712,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,39,2025,389,2,0.005141,1.0,0.521851,0.0,0.012853,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,4,2025,389,5,0.012853,0.368298,0.521851,0.002571,0.025707,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,40,2025,389,1,0.002571,1.0,0.521851,0.0,0.007712,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,41,2025,389,4,0.010283,1.0,0.521851,0.002571,0.020566,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,5,2025,389,5,0.012853,0.345566,0.521851,0.002571,0.023136,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,6,2025,389,1,0.002571,0.142731,0.521851,0.0,0.007712,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,7,2025,389,10,0.025707,0.521686,0.521851,0.012853,0.041131,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,8,2025,389,4,0.010283,0.759441,0.521851,0.002571,0.020566,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,9,2025,389,1,0.002571,0.597801,0.521851,0.0,0.010283,bootstrap_cluster_share,True
BERTopic-METADATA-MULTILINGUAL,metadata,0,2026,147,8,0.054422,0.724102,0.591837,0.020408,0.095238,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,1,2026,147,2,0.013605,0.209945,0.591837,0.0,0.034014,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,10,2026,147,2,0.013605,0.14824,0.591837,0.0,0.034014,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,11,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,12,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,13,2026,147,2,0.013605,0.678924,0.591837,0.0,0.034014,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,14,2026,147,1,0.006803,1.0,0.591837,0.0,0.020408,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,15,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,16,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,17,2026,147,1,0.006803,0.527741,0.591837,0.0,0.020408,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,18,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,19,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,2,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,20,2026,147,1,0.006803,1.0,0.591837,0.0,0.027211,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,21,2026,147,3,0.020408,0.457645,0.591837,0.0,0.047619,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,22,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,23,2026,147,1,0.006803,0.108186,0.591837,0.0,0.020408,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,24,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,25,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,26,2026,147,1,0.006803,1.0,0.591837,0.0,0.020408,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,27,2026,147,2,0.013605,1.0,0.591837,0.0,0.034014,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,28,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,29,2026,147,1,0.006803,1.0,0.591837,0.0,0.020408,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,3,2026,147,5,0.034014,0.677616,0.591837,0.013605,0.061224,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,30,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,31,2026,147,3,0.020408,0.957874,0.591837,0.0,0.047619,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,32,2026,147,3,0.020408,0.913007,0.591837,0.0,0.047619,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,33,2026,147,3,0.020408,0.482359,0.591837,0.0,0.047619,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,34,2026,147,2,0.013605,0.646188,0.591837,0.0,0.034014,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,35,2026,147,2,0.013605,1.0,0.591837,0.0,0.034014,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,36,2026,147,2,0.013605,1.0,0.591837,0.0,0.034014,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,37,2026,147,2,0.013605,0.586402,0.591837,0.0,0.034014,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,38,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,39,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,4,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,40,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,41,2026,147,2,0.013605,1.0,0.591837,0.0,0.034014,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,5,2026,147,1,0.006803,0.129989,0.591837,0.0,0.020408,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,6,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,7,2026,147,6,0.040816,0.113513,0.591837,0.013605,0.07483,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,8,2026,147,4,0.027211,0.374965,0.591837,0.006803,0.054422,bootstrap_cluster_share,False
BERTopic-METADATA-MULTILINGUAL,metadata,9,2026,147,0,0.0,0,0.591837,0.0,0.0,bootstrap_cluster_share,False
