model,corpus,topic_id,rank,term,weight
BERTopic-METADATA-MULTILINGUAL,metadata,39,3,school management committee,0.46741868276778675
BERTopic-METADATA-MULTILINGUAL,metadata,39,4,management committee,0.4553206059479926
BERTopic-METADATA-MULTILINGUAL,metadata,39,5,school management committees,0.4229476545392112
BERTopic-METADATA-MULTILINGUAL,metadata,39,6,committees,0.4185974963852287
BERTopic-METADATA-MULTILINGUAL,metadata,39,7,management committees,0.41823735302662435
BERTopic-METADATA-MULTILINGUAL,metadata,39,8,committee,0.4170871539190713
BERTopic-METADATA-MULTILINGUAL,metadata,39,9,smc members,0.4030001551484725
BERTopic-METADATA-MULTILINGUAL,metadata,39,10,nepal,0.39066205834313467
BERTopic-METADATA-MULTILINGUAL,metadata,40,1,simon,0.42713152816679306
BERTopic-METADATA-MULTILINGUAL,metadata,40,2,bogot,0.3699067541497113
BERTopic-METADATA-MULTILINGUAL,metadata,40,3,asistencia tcnica,0.3699067541497113
BERTopic-METADATA-MULTILINGUAL,metadata,40,4,eficiencia,0.3635293598215675
BERTopic-METADATA-MULTILINGUAL,metadata,40,5,tcnica,0.343140767571811
BERTopic-METADATA-MULTILINGUAL,metadata,40,6,mejoramiento,0.3384585590604978
BERTopic-METADATA-MULTILINGUAL,metadata,40,7,asistencia,0.3191669692571502
BERTopic-METADATA-MULTILINGUAL,metadata,40,8,jorge,0.3126496227000382
BERTopic-METADATA-MULTILINGUAL,metadata,40,9,magdalena,0.3070055692620424
BERTopic-METADATA-MULTILINGUAL,metadata,40,10,desercin escolar,0.3020276000253122
BERTopic-METADATA-MULTILINGUAL,metadata,41,1,desigualdades,0.3781682106510197
BERTopic-METADATA-MULTILINGUAL,metadata,41,2,latinoamericana,0.3252584963360443
BERTopic-METADATA-MULTILINGUAL,metadata,41,3,amrica latina,0.31331567787956205
BERTopic-METADATA-MULTILINGUAL,metadata,41,4,amrica,0.31175826329691037
BERTopic-METADATA-MULTILINGUAL,metadata,41,5,sociedades democrticas,0.3029968795343962
BERTopic-METADATA-MULTILINGUAL,metadata,41,6,latina,0.301966015261641
BERTopic-METADATA-MULTILINGUAL,metadata,41,7,latinoamrica,0.27911534972896984
BERTopic-METADATA-MULTILINGUAL,metadata,41,8,educacin bsica,0.2788507369479604
BERTopic-METADATA-MULTILINGUAL,metadata,41,9,brechas,0.27804758839373467
BERTopic-METADATA-MULTILINGUAL,metadata,41,10,regin,0.2769161058705943
