model,corpus,language,topic_id,topic_label,automatic_label,human_label,label_status,validation_status,selection_status,prevalence,document_count,small_topic_warning,top_words,top_ngrams,representative_titles,coherence,diversity,stability,is_outlier
STM-METADATA-PT,metadata,pt,1,contexto · processo · relacionados · entre,contexto · processo · relacionados · entre,,pending,exploratory,exploratory_small_corpus_stability_nonconverged,28.9901,15,FALSE,contexto | processo | relacionados | entre | context | sua | desafios | ser | tema | gestores | vez | nesse | aprendizagem | base | educativo,,Alfabetización y lectoescritura en tiempos de reestructuración curricular: trabajo articulado entre dirección escolar y alfabetizadores en una escuela pública de São Paulo | A CONTRIBUIÇÃO DO PROFESSOR READAPTADO PARA A QUALIDADE DA GESTÃO ESCOLAR: PERSPECTIVAS E CAMINHOS | Desdobramentos da relação entre gestão escolar e família dos educandos: uma metanálise de estudos publicados entre 2009 e 2019 | Gestión escolar a prueba de turbilencias: Orientaciones y desafios en el contexto educativo português | La escuela como promotora del desarrollo humano: aportes de la psicología a la gestión escolar | Utilização de novas tecnologias em sala de aula: uma análise dos desafios e possibilidades na ótica da gestão escolar / Use of new technologies in the classroom: an analysis of the challenges and possibilities from the perspective of school management | NOVO ENSINO MÉDIO E EDUCAÇÃO INCLUSIVA: GESTÃO DA DIVERSIDADE COMO FERRAMENTA DE TRANSFORMAÇÃO | n. 60 - PRIVATIZACIÓN DE LA GESTIÓN ESCOLAR EN CHILE. EL CASO DEL PROYECTO EDUCATIVO INSTITUCIONAL (PEI) | GESTÃO ESCOLAR DEMOCRÁTICA: DESAFIOS E PERSPECTIVAS / DEMOCRATIC SCHOOL MANAGEMENT: CHALLENGES AND PERSPECTIVES | Desafíos de la gestión escolar en la construcción de la educación integral,,,0.24787646283809966,FALSE
STM-METADATA-PT,metadata,pt,2,democratic · públicas · democrática · democracy,democratic · públicas · democrática · democracy,,pending,exploratory,exploratory_small_corpus_stability_nonconverged,27.2557,12,FALSE,democratic | públicas | democrática | democracy | participación | management | public | participação | participation | democratization | gestión | estado | democratización | brasil | practices,,"A concepção de regulação e as políticas de gestão escolar no Brasil: princípios político-pedagógicos e contradições | GESTÃO DEMOCRÁTICA NO ESTADO DE MATO GROSSO: conquista ameaçada pela implantação de políticas educacionais conservadoras | A gestão escolar democrática na perspectiva freireana | Ações da gestão escolar equalidade de ensino em tempos pandêmicos | Gestão democrática: experiências de práticas de gestores em escolas de educação básica | Importância e desafios da Liderança, Inovação e criatividade na Gestão Escolar das escolas públicas do Bailundo e Mungo - Angola | Contornos de la gestión escolar em Brasil | GESTÃO ESCOLAR E A DEMOCRACIA: CONCEPÇÕES E PRÁTICAS DA EQUIPE ESCOLAR DO ENSINO FUNDAMENTAL I | Participación y gestión escolar en Argentina y Brasil: Una comparación de políticas subnacionales | VULNERABILIDADE SOCIAL: práticas e desafios em escolas públicas de educação básica",,,0.24787646283809966,FALSE
STM-METADATA-PT,metadata,pt,3,argentina · programa · program · sistema,argentina · programa · program · sistema,,pending,exploratory,exploratory_small_corpus_stability_nonconverged,21.6393,8,TRUE,argentina | programa | program | sistema | secondary | nacional | educativas | instituciones | instituições | institutions | área | schools | médio | análisis | caso,,"¿El retorno de las políticas de desconcentración?: Mutaciones en el Programa Nacional de Formación Permanente (PNFP). Córdoba, Argentina | As escolas de várzea na Amazônia paraense: estudo a partir de um polo no município de Óbidos-PA | Las desigualdades educativas en Argentina: análisis sincrónico de la situación y trayectoria escolar de diferentes cohortes de niños y adolescentes | Instrucciones para armar una burbuja: gestión, enseñanza y vínculos en el regreso escolar pospandemia en el AMBA | A GESTÃO PEDAGÓGICA NOS CURSOS TÉCNICOS A DISTÂNCIA: UMA ANÁLISE DA REALIDADE ESCOLAR. | Ruralidades, Escuela y Comunidades: configuración de deseos en jóvenes de la Escuela ""Las Aves"" de Colombia | Directio narrans: figuras retóricas en épocas de ¿crisis de la narración?. Un estudio sobre las prácticas de directoras/es escolares en el conurbano bonaerense | Racionalidade empresarial, gestão escolar e avaliação na proposta de Ensino Médio Integral em Pernambuco (2008-2018) | Participación y gestión escolar en Argentina y Brasil: Una comparación de políticas subnacionales | AVALIAÇÕES DA APRENDIZAGEM EXTERNAS EM LARGA ESCALA E GESTORES ESCOLARES:características, controvérsias e alternativas",,,0.24787646283809966,FALSE
STM-METADATA-PT,metadata,pt,4,rural · campo · pedagógico · formación,rural · campo · pedagógico · formación,,pending,exploratory,exploratory_small_corpus_stability_nonconverged,22.1149,9,TRUE,rural | campo | pedagógico | formación | metodología | vida | continuada | pública | training | formação | pedagogical | education | methodology | metodologia | docentes,,"A contribuição da Metodologia das Produções Narrativas para a compreensão dos processos educativos desenvolvidos por educadoras de uma escola do campo do município de Carangola - MG | Licenciatura em Educação do Campo - UnB e a formação de docentes Intelectuais Coletivos: influências da Pedagogia Socialista na formação de educadores do campo do Território Kalunga - Goiás | Educação em direitos humanos: uma pauta premente na docência e na gestão escolar | A contribuição da Licenciatura em Educação do Campo UFCG para a formação docente e a prática pedagógica das escolas no Cariri paraibano: concepção dos egressos | Os impasses da participação da comunidade no Conselho Escolar em uma Escola do Campo no Município de Placas/PA | Mais Gerente e menos Gestor: uma análise do marco regulatório direcionado à gestão da escola pública paraense | GESTÃO EDUCACIONAL E TRABALHO PEDAGÓGICO: instituintes para a realização do projeto de escola | Nexos entre gestão, avaliação e o índice de desenvolvimento da educação básica (IDEB) em escolas públicas | Familias, comunidad y escuela en el contexto de la cogestión educativa rural | Interação entre educador e educando com surdez ou com deficiência auditiva no ensino fundamental: anos finais",,,0.24787646283809966,FALSE
