K,coherence,exclusivity,heldout,residual,bound,stability,convergence_rate,search_phase,multicriteria_score,weights_used,missing_metrics,K_preferred,K_competitive,K_rejected,selection_status,human_review_status,warning
16,-70.99631571667227,9.223831232814401,-6.495443363437037,1.7030070232130845,-723496.669832686,0.3133996730052937,0,coarse,0.7501113019152655,coherence=0.3;exclusivity=0.25;heldout=0.2;residual=0.1;stability=0.15,,TRUE,FALSE,FALSE,stability_nonconverged,pending,Stability replicas did not reach the required 0.8 convergence rate; result is exploratory
18,-73.5003807487913,9.23182978944832,-6.502585822713445,1.6867724573334506,-719942.841786604,0.2699141105981803,0,coarse,0.4699445001493611,coherence=0.3;exclusivity=0.25;heldout=0.2;residual=0.1;stability=0.15,,FALSE,TRUE,FALSE,stability_nonconverged,pending,Stability replicas did not reach the required 0.8 convergence rate; result is exploratory
20,-71.43821406485442,9.221854701899375,-6.5231560027765765,1.6311684164878195,-717579.953023166,0.27215457698676565,0,coarse,0.430007627866244,coherence=0.3;exclusivity=0.25;heldout=0.2;residual=0.1;stability=0.15,,FALSE,TRUE,FALSE,stability_nonconverged,pending,Stability replicas did not reach the required 0.8 convergence rate; result is exploratory
12,-66.74552953974529,9.139636935786866,-6.522296102303865,1.8134499024226296,-730143.2745885607,NA,NA,coarse,0.3137083839724041,coherence=0.3;exclusivity=0.25;heldout=0.2;residual=0.1;stability=0.15,,FALSE,FALSE,TRUE,stability_nonconverged,pending,Stability replicas did not reach the required 0.8 convergence rate; result is exploratory
14,-70.96396157738842,9.147136907939338,-6.524272077728559,1.7575355307173226,-727495.1739495979,NA,NA,coarse,0.16366124689064188,coherence=0.3;exclusivity=0.25;heldout=0.2;residual=0.1;stability=0.15,,FALSE,FALSE,TRUE,stability_nonconverged,pending,Stability replicas did not reach the required 0.8 convergence rate; result is exploratory
