model,corpus,language,topic_id,year,documents_in_year,dominant_topic_documents,effective_topic_mass,mean_prevalence,median_prevalence,expected_prevalence,topic_presence_above_threshold,lower_95,upper_95,uncertainty_method,year_complete,metadata_coverage,fulltext_coverage
STM-METADATA-EN,metadata,en,1,2020,217,7,13.188452169221096,0.06077627727751657,0.015426120699950769,0.05705523984450066,36,0.04036142274832402,0.0746695141401146,estimateEffect_global_simulation,TRUE,1,0.243671
STM-METADATA-EN,metadata,en,1,2021,195,5,9.516019963558694,0.048800102377224076,0.014973866670200274,0.04806993354758644,28,0.03361872352012593,0.062463717636457264,estimateEffect_global_simulation,TRUE,1,0.261538
STM-METADATA-EN,metadata,en,1,2022,156,6,8.90915040050288,0.05710993846476205,0.017216822300806525,0.05280638481471818,19,0.04012608399528442,0.06535170250104497,estimateEffect_global_simulation,TRUE,1,0.368243
STM-METADATA-EN,metadata,en,1,2023,156,6,10.06790589999869,0.06453785833332494,0.024285349523570934,0.059021057906957115,30,0.045311663087987855,0.07286268029365048,estimateEffect_global_simulation,TRUE,1,0.399433
STM-METADATA-EN,metadata,en,1,2024,136,6,7.205416116343577,0.05298100085546748,0.018543534878989278,0.05205202441374521,20,0.03888398300200574,0.0660444512288687,estimateEffect_global_simulation,TRUE,1,0.299505
STM-METADATA-EN,metadata,en,1,2025,109,0,3.7581645443081064,0.0344785738009918,0.010626744234274964,0.03354765019948802,9,0.017308013897750253,0.05098232285913186,estimateEffect_global_simulation,TRUE,1,0.256944
STM-METADATA-EN,metadata,en,1,2026,17,0,0.4333072688797509,0.025488662875279466,0.005701553721806995,0.009286160121331074,2,-0.024891357119473573,0.04310085679338982,estimateEffect_global_simulation,FALSE,1,0.16092
STM-METADATA-EN,metadata,en,2,2020,217,8,8.260443050674223,0.038066557837208394,0.0035565359653867254,0.04566594206193836,23,0.02366279740924563,0.07027471179012706,estimateEffect_global_simulation,TRUE,1,0.243671
STM-METADATA-EN,metadata,en,2,2021,195,10,9.203277886738713,0.04719629685507032,0.003275472255475856,0.04534400460607309,19,0.02580837587179978,0.06471771312912114,estimateEffect_global_simulation,TRUE,1,0.261538
STM-METADATA-EN,metadata,en,2,2022,156,9,5.8977620566881175,0.03780616703005204,0.0029521576292968294,0.04382776121964549,15,0.02729903961029464,0.06034766006471988,estimateEffect_global_simulation,TRUE,1,0.368243
STM-METADATA-EN,metadata,en,2,2023,156,7,6.2005824834253636,0.039747323611701045,0.0025939681843928026,0.04067762611976489,14,0.024229920963995615,0.05799667322483514,estimateEffect_global_simulation,TRUE,1,0.399433
STM-METADATA-EN,metadata,en,2,2024,136,1,3.4965469026562146,0.02570990369600158,0.0022023647209297205,0.035795286045920915,10,0.019106203661253367,0.05264532928256307,estimateEffect_global_simulation,TRUE,1,0.299505
STM-METADATA-EN,metadata,en,2,2025,109,5,3.846621300482102,0.03529010367414773,0.0020337689819742463,0.029658773992835973,9,0.008525377759453296,0.05206073156971794,estimateEffect_global_simulation,TRUE,1,0.256944
STM-METADATA-EN,metadata,en,2,2026,17,0,0.10893425445708049,0.006407897321004735,0.001642356424756544,0.022896325555542944,0,-0.0189037873761303,0.06771954568873553,estimateEffect_global_simulation,FALSE,1,0.16092
STM-METADATA-EN,metadata,en,3,2020,217,14,14.946548994393288,0.06887810596494602,0.010744446130491168,0.061363879804523125,31,0.04250157089136481,0.07995130646488972,estimateEffect_global_simulation,TRUE,1,0.243671
STM-METADATA-EN,metadata,en,3,2021,195,5,10.614435065261306,0.05443300033467336,0.011178258229783251,0.05771475512645041,26,0.04115579629202362,0.07434148891731053,estimateEffect_global_simulation,TRUE,1,0.261538
STM-METADATA-EN,metadata,en,3,2022,156,10,9.95123788631448,0.06378998645073385,0.011183155517336691,0.05343557586482958,28,0.039461759307603234,0.06729724235842471,estimateEffect_global_simulation,TRUE,1,0.368243
STM-METADATA-EN,metadata,en,3,2023,156,6,7.218968114872202,0.046275436633796165,0.009928031388456918,0.04963123391427267,21,0.03404523486921672,0.06583480030263417,estimateEffect_global_simulation,TRUE,1,0.399433
STM-METADATA-EN,metadata,en,3,2024,136,7,6.775147095611876,0.049817258055969676,0.00954628623607897,0.04747051169787694,16,0.03268113703985276,0.06323675767581166,estimateEffect_global_simulation,TRUE,1,0.299505
STM-METADATA-EN,metadata,en,3,2025,109,4,5.296032494114164,0.04858745407444187,0.011430142511499028,0.046653638986733983,12,0.02670597124053304,0.06713397208851918,estimateEffect_global_simulation,TRUE,1,0.256944
STM-METADATA-EN,metadata,en,3,2026,17,2,0.9750846987380116,0.05735792345517716,0.010770486607449432,0.04650746069739124,3,0.005515396899782485,0.09014365699233973,estimateEffect_global_simulation,FALSE,1,0.16092
STM-METADATA-EN,metadata,en,4,2020,217,31,27.38292301892133,0.12618858534065128,0.00844009344873544,0.11537795852654885,59,0.08246882245296348,0.14962802553303756,estimateEffect_global_simulation,TRUE,1,0.243671
STM-METADATA-EN,metadata,en,4,2021,195,37,29.912758592659877,0.15339876201364042,0.013148878928654042,0.12528417948707982,67,0.09870233827357022,0.1541663183007374,estimateEffect_global_simulation,TRUE,1,0.261538
STM-METADATA-EN,metadata,en,4,2022,156,21,18.6035779973426,0.11925370511117052,0.00962083226651583,0.11790806804015161,44,0.09415769716727271,0.14300317122441594,estimateEffect_global_simulation,TRUE,1,0.368243
STM-METADATA-EN,metadata,en,4,2023,156,25,18.03803489597855,0.11562842882037533,0.010585652584022108,0.10193266692354194,41,0.07475589023982242,0.13029116474954888,estimateEffect_global_simulation,TRUE,1,0.399433
STM-METADATA-EN,metadata,en,4,2024,136,19,14.672336325209834,0.10788482592066054,0.011743464594464759,0.08967233224550332,30,0.06301149803498624,0.1177859098393302,estimateEffect_global_simulation,TRUE,1,0.299505
STM-METADATA-EN,metadata,en,4,2025,109,12,9.658728480220564,0.08861218789193177,0.006643486748122781,0.08183285116978312,22,0.04773996753822299,0.11924900753132711,estimateEffect_global_simulation,TRUE,1,0.256944
STM-METADATA-EN,metadata,en,4,2026,17,1,0.9674734460944542,0.05691020271143848,0.012340162655904463,0.07619976123248544,1,0.006514670694962239,0.1495965717383858,estimateEffect_global_simulation,FALSE,1,0.16092
STM-METADATA-EN,metadata,en,5,2020,217,9,11.08006510235683,0.051060207844962346,0.007842882640467525,0.053855133983205336,30,0.03413048001077171,0.07337041615010981,estimateEffect_global_simulation,TRUE,1,0.243671
STM-METADATA-EN,metadata,en,5,2021,195,9,11.13681353424676,0.05711186427818851,0.008820501809660332,0.06024950059382571,30,0.041737458521051325,0.07998453251919335,estimateEffect_global_simulation,TRUE,1,0.261538
STM-METADATA-EN,metadata,en,5,2022,156,8,9.497948626337424,0.06088428606626554,0.010227384355525403,0.0663362657729465,22,0.05070562950714341,0.08275188614603687,estimateEffect_global_simulation,TRUE,1,0.368243
STM-METADATA-EN,metadata,en,5,2023,156,14,12.218685726348996,0.07832490850223715,0.011386611327121036,0.06470068721542234,28,0.04722718777793513,0.08131943053225332,estimateEffect_global_simulation,TRUE,1,0.399433
STM-METADATA-EN,metadata,en,5,2024,136,4,4.747408878749966,0.03490741822610269,0.00723711366123957,0.048650312220961514,10,0.03172716015161858,0.06450550945925795,estimateEffect_global_simulation,TRUE,1,0.299505
