model,corpus,language,topic_id,topic_label,automatic_label,human_label,label_status,validation_status,selection_status,prevalence,document_count,small_topic_warning,top_words,top_ngrams,representative_titles,coherence,diversity,stability,is_outlier
STM-METADATA-PT,metadata,pt,1,características · escolares · gestores · aprendizagem,características · escolares · gestores · aprendizagem,,pending,exploratory,provisional_fixed_k,8.5285,3,TRUE,características | escolares | gestores | aprendizagem | learning | archaeology | pesquisas | ser | avaliação | resultados | documents | results | mais | subject | algumas,,"AVALIAÇÕES DA APRENDIZAGEM EXTERNAS EM LARGA ESCALA E GESTORES ESCOLARES:características, controvérsias e alternativas | Gestión escolar a prueba de turbilencias: Orientaciones y desafios en el contexto educativo português | La escuela como promotora del desarrollo humano: aportes de la psicología a la gestión escolar | n. 60 - PRIVATIZACIÓN DE LA GESTIÓN ESCOLAR EN CHILE. EL CASO DEL PROYECTO EDUCATIVO INSTITUCIONAL (PEI) | Nexos entre gestão, avaliação e o índice de desenvolvimento da educação básica (IDEB) em escolas públicas | Participación y gestión escolar en Argentina y Brasil: Una comparación de políticas subnacionales | Mais Gerente e menos Gestor: uma análise do marco regulatório direcionado à gestão da escola pública paraense | Utilização de novas tecnologias em sala de aula: uma análise dos desafios e possibilidades na ótica da gestão escolar / Use of new technologies in the classroom: an analysis of the challenges and possibilities from the perspective of school management | Contornos de la gestión escolar em Brasil | Alfabetización y lectoescritura en tiempos de reestructuración curricular: trabajo articulado entre dirección escolar y alfabetizadores en una escuela pública de São Paulo",,,NA,FALSE
STM-METADATA-PT,metadata,pt,2,democrática · brasil · estado · públicas,democrática · brasil · estado · públicas,,pending,exploratory,provisional_fixed_k,16.9112,6,TRUE,democrática | brasil | estado | públicas | democratic | escolas | políticas | schools | diretores | brazil | cada | policies | democracy | escuelas | public,,"Ações da gestão escolar equalidade de ensino em tempos pandêmicos | GESTÃO DEMOCRÁTICA NO ESTADO DE MATO GROSSO: conquista ameaçada pela implantação de políticas educacionais conservadoras | Gestão democrática: experiências de práticas de gestores em escolas de educação básica | Importância e desafios da Liderança, Inovação e criatividade na Gestão Escolar das escolas públicas do Bailundo e Mungo – Angola | A concepção de regulação e as políticas de gestão escolar no Brasil: princípios político-pedagógicos e contradições | Contornos de la gestión escolar em Brasil | GESTÃO ESCOLAR DEMOCRÁTICA: DESAFIOS E PERSPECTIVAS / DEMOCRATIC SCHOOL MANAGEMENT: CHALLENGES AND PERSPECTIVES | GESTÃO EDUCACIONAL E TRABALHO PEDAGÓGICO: instituintes para a realização do projeto de escola | Participación y gestión escolar en Argentina y Brasil: Una comparación de políticas subnacionales | GESTÃO ESCOLAR E A DEMOCRACIA: CONCEPÇÕES E PRÁTICAS DA EQUIPE ESCOLAR DO ENSINO FUNDAMENTAL I",,,NA,FALSE
STM-METADATA-PT,metadata,pt,3,continuada · field · participación · área,continuada · field · participación · área,,pending,exploratory,provisional_fixed_k,12.3356,6,TRUE,continuada | field | participación | área | municipal | educação | education | democracy | públicas | democratic | gestión | educación | pedagógico | construcción | perspectiva,,Gestão escolar humanizadora: possibilidades na promoção da educação em direitos humanos | A gestão escolar democrática na perspectiva freireana | PROGRESSÃO CONTINUADA NO BLOCO PEDAGÓGICO: desafios para a gestão escolar em uma escola pública da rede municipal de Santa Maria-RS | GESTÃO ESCOLAR E A DEMOCRACIA: CONCEPÇÕES E PRÁTICAS DA EQUIPE ESCOLAR DO ENSINO FUNDAMENTAL I | Desafíos de la gestión escolar en la construcción de la educación integral | A GESTÃO PEDAGÓGICA NOS CURSOS TÉCNICOS A DISTÂNCIA: UMA ANÁLISE DA REALIDADE ESCOLAR. | Os impasses da participação da comunidade no Conselho Escolar em uma Escola do Campo no Município de Placas/PA | Las desigualdades educativas en Argentina: análisis sincrónico de la situación y trayectoria escolar de diferentes cohortes de niños y adolescentes | Uma observação da liderança na gestão escolar participativa para o processo de ensino-aprendizagem / An observation of leadership in participatory school management for the teaching-learning process | n. 60 - PRIVATIZACIÓN DE LA GESTIÓN ESCOLAR EN CHILE. EL CASO DEL PROYECTO EDUCATIVO INSTITUCIONAL (PEI),,,NA,FALSE
STM-METADATA-PT,metadata,pt,4,pedagógico · processo · professores · grande,pedagógico · processo · professores · grande,,pending,exploratory,provisional_fixed_k,15.4571,6,TRUE,pedagógico | processo | professores | grande | observação | foi | trabalho | entre | gestora | ainda | proyecto | desafios | uso | pesquisa | pedagógica,,Alfabetización y lectoescritura en tiempos de reestructuración curricular: trabajo articulado entre dirección escolar y alfabetizadores en una escuela pública de São Paulo | Uma observação da liderança na gestão escolar participativa para o processo de ensino-aprendizagem / An observation of leadership in participatory school management for the teaching-learning process | Utilização de novas tecnologias em sala de aula: uma análise dos desafios e possibilidades na ótica da gestão escolar / Use of new technologies in the classroom: an analysis of the challenges and possibilities from the perspective of school management | Interação entre educador e educando com surdez ou com deficiência auditiva no ensino fundamental: anos finais | GESTÃO EDUCACIONAL E TRABALHO PEDAGÓGICO: instituintes para a realização do projeto de escola | GESTÃO ESCOLAR DEMOCRÁTICA: DESAFIOS E PERSPECTIVAS / DEMOCRATIC SCHOOL MANAGEMENT: CHALLENGES AND PERSPECTIVES | Directio narrans: figuras retóricas en épocas de ¿crisis de la narración?. Un estudio sobre las prácticas de directoras/es escolares en el conurbano bonaerense | Desafíos de la gestión escolar en la construcción de la educación integral | Contornos de la gestión escolar em Brasil | A GESTÃO PEDAGÓGICA NOS CURSOS TÉCNICOS A DISTÂNCIA: UMA ANÁLISE DA REALIDADE ESCOLAR.,,,NA,FALSE
STM-METADATA-PT,metadata,pt,5,rural · vida · campo · community,rural · vida · campo · community,,pending,exploratory,provisional_fixed_k,11.003,5,TRUE,rural | vida | campo | community | práctica | prática | docente | formação | docencia | degree | formación | educativos | educadores | training | metodología,,"Familias, comunidad y escuela en el contexto de la cogestión educativa rural | A contribuição da Metodologia das Produções Narrativas para a compreensão dos processos educativos desenvolvidos por educadoras de uma escola do campo do município de Carangola - MG | Licenciatura em Educação do Campo - UnB e a formação de docentes Intelectuais Coletivos: influências da Pedagogia Socialista na formação de educadores do campo do Território Kalunga – Goiás | A contribuição da Licenciatura em Educação do Campo UFCG para a formação docente e a prática pedagógica das escolas no Cariri paraibano: concepção dos egressos | Os impasses da participação da comunidade no Conselho Escolar em uma Escola do Campo no Município de Placas/PA | Interação entre educador e educando com surdez ou com deficiência auditiva no ensino fundamental: anos finais | Ruralidades, Escuela y Comunidades: configuración de deseos en jóvenes de la Escuela “Las Aves” de Colombia | Nexos entre gestão, avaliação e o índice de desenvolvimento da educação básica (IDEB) em escolas públicas | GESTÃO EDUCACIONAL E TRABALHO PEDAGÓGICO: instituintes para a realização do projeto de escola | Educação em direitos humanos: uma pauta premente na docência e na gestão escolar",,,NA,FALSE
STM-METADATA-PT,metadata,pt,6,argentina · sistema · educativas · secondary,argentina · sistema · educativas · secondary,,pending,exploratory,provisional_fixed_k,14.6959,7,TRUE,argentina | sistema | educativas | secondary | políticas | schools | escuelas | nacional | instituciones | instituições | institutions | secundárias | programa | desde | escolas,,"¿El retorno de las políticas de desconcentración?: Mutaciones en el Programa Nacional de Formación Permanente (PNFP). Córdoba, Argentina | Instrucciones para armar una burbuja: gestión, enseñanza y vínculos en el regreso escolar pospandemia en el AMBA | As escolas de várzea na Amazônia paraense: estudo a partir de um polo no município de Óbidos-PA | Ruralidades, Escuela y Comunidades: configuración de deseos en jóvenes de la Escuela “Las Aves” de Colombia | Las desigualdades educativas en Argentina: análisis sincrónico de la situación y trayectoria escolar de diferentes cohortes de niños y adolescentes | Directio narrans: figuras retóricas en épocas de ¿crisis de la narración?. Un estudio sobre las prácticas de directoras/es escolares en el conurbano bonaerense | Participación y gestión escolar en Argentina y Brasil: Una comparación de políticas subnacionales | POLÍTICAS DE DEMOCRATIZAÇÃO/DESCENTALIZAÇÃO NA GESTÃO ESCOLAR DE VITÓRIA DA CONQUISTA - BA: encontros e desafios | A GESTÃO PEDAGÓGICA NOS CURSOS TÉCNICOS A DISTÂNCIA: UMA ANÁLISE DA REALIDADE ESCOLAR. | n. 60 - PRIVATIZACIÓN DE LA GESTIÓN ESCOLAR EN CHILE. EL CASO DEL PROYECTO EDUCATIVO INSTITUCIONAL (PEI)",,,NA,FALSE
STM-METADATA-PT,metadata,pt,7,últimos · relação · democratization · vez,últimos · relação · democratization · vez,,pending,exploratory,provisional_fixed_k,8.8762,4,TRUE,últimos | relação | democratization | vez | desarrollo | relación | entre | democratización | contexto | gestión | tema | context | democratização | anos | municipal,,"Desdobramentos da relação entre gestão escolar e família dos educandos: uma metanálise de estudos publicados entre 2009 e 2019 | GESTÃO DEMOCRÁTICA E ESCOLA JUSTA: uma relação orgânica | POLÍTICAS DE DEMOCRATIZAÇÃO/DESCENTALIZAÇÃO NA GESTÃO ESCOLAR DE VITÓRIA DA CONQUISTA - BA: encontros e desafios | n. 60 - PRIVATIZACIÓN DE LA GESTIÓN ESCOLAR EN CHILE. EL CASO DEL PROYECTO EDUCATIVO INSTITUCIONAL (PEI) | La escuela como promotora del desarrollo humano: aportes de la psicología a la gestión escolar | Participación y gestión escolar en Argentina y Brasil: Una comparación de políticas subnacionales | Las desigualdades educativas en Argentina: análisis sincrónico de la situación y trayectoria escolar de diferentes cohortes de niños y adolescentes | A concepção de regulação e as políticas de gestão escolar no Brasil: princípios político-pedagógicos e contradições | A contribuição da Metodologia das Produções Narrativas para a compreensão dos processos educativos desenvolvidos por educadoras de uma escola do campo do município de Carangola - MG | Nexos entre gestão, avaliação e o índice de desenvolvimento da educação básica (IDEB) em escolas públicas",,,NA,FALSE
STM-METADATA-PT,metadata,pt,8,pública · programa · public · program,pública · programa · public · program,,pending,exploratory,provisional_fixed_k,12.1926,5,TRUE,pública | programa | public | program | marco | educación | education | professional | básica | state | basic | educação | framework | trabajo | social,,"Racionalidade empresarial, gestão escolar e avaliação na proposta de Ensino Médio Integral em Pernambuco (2008-2018) | VULNERABILIDADE SOCIAL: práticas e desafios em escolas públicas de educação básica | Educação em direitos humanos: uma pauta premente na docência e na gestão escolar | Mais Gerente e menos Gestor: uma análise do marco regulatório direcionado à gestão da escola pública paraense | Nexos entre gestão, avaliação e o índice de desenvolvimento da educação básica (IDEB) em escolas públicas | A contribuição da Licenciatura em Educação do Campo UFCG para a formação docente e a prática pedagógica das escolas no Cariri paraibano: concepção dos egressos | Licenciatura em Educação do Campo - UnB e a formação de docentes Intelectuais Coletivos: influências da Pedagogia Socialista na formação de educadores do campo do Território Kalunga – Goiás | n. 60 - PRIVATIZACIÓN DE LA GESTIÓN ESCOLAR EN CHILE. EL CASO DEL PROYECTO EDUCATIVO INSTITUCIONAL (PEI) | A contribuição da Metodologia das Produções Narrativas para a compreensão dos processos educativos desenvolvidos por educadoras de uma escola do campo do município de Carangola - MG | La escuela como promotora del desarrollo humano: aportes de la psicología a la gestión escolar",,,NA,FALSE
